Id	Proxy	Country	City
1853	83.142.160.124:41258	 RU	Chelyabinsk
1854	36.37.134.18:8080	 KH	
1855	95.78.118.51:53281	 RU	Tatarstan
1856	45.32.16.247:3128	 JP	Tokyo
1857	36.83.103.229:80	 ID	South Sulawesi
1858	169.57.1.84:80	 MX	Mexico City
1859	213.157.62.137:3128	 KZ	
1860	103.85.162.58:53281	 BD	
1861	180.210.204.54:3129	 SG	Central Singapore Community Development Council
1862	12.5.239.105:53281	 US	Oklahoma
1863	31.41.89.73:41258	 UA	Transcarpathia
1864	1.179.181.149:8080	 TH	
1865	222.124.22.174:8080	 ID	Jakarta
1866	208.118.154.51:41258	 US	Minnesota
1867	188.32.181.20:8080	 RU	Moscow
1868	187.243.251.30:65103	 MX	Guanajuato
1869	186.224.61.43:20183	 BR	Minas Gerais
1870	173.160.6.105:8080	 US	Florida
1871	95.78.161.114:8080	 RU	Chelyabinsk
1872	62.68.198.206:53281	 AT	
1873	181.112.146.178:80	 EC	Provincia de Pichincha
1874	36.89.29.217:8080	 ID	
1875	103.244.37.44:53281	 ID	East Java
1876	84.209.85.3:8080	 NO	Oslo County
1877	178.128.208.132:8080	 GR	Attica
1878	103.76.173.66:3128	 ID	Banten
1879	103.37.95.110:80	 JP	Okinawa
1880	31.7.52.158:8080	 IE	County Mayo
1881	202.29.212.213:80	 TH	Bangkok
1882	200.2.125.90:8080	 AR	Santa Fe
1883	177.12.178.194:6667	 BR	Rio de Janeiro
1884	103.80.25.49:8118	 CN	Guangdong
1885	118.92.251.243:3128	 NZ	Canterbury
1886	47.52.43.160:80	 HK	
1887	186.148.188.10:3128	 CO	Bogota D.C.
1888	124.108.19.182:8080	 IN	Maharashtra
1889	103.56.228.166:53281	 IN	
1890	209.250.255.38:8080	 NL	North Holland
1891	54.218.216.30:80	 US	Oregon
1892	41.77.14.234:39880	 MW	
1893	51.68.177.246:1080	 FR	
1894	122.248.38.10:8080	 ID	Jakarta
1895	178.239.59.10:53281	 NL	
1896	109.185.168.86:8080	 MD	
1897	45.250.226.10:8080	 IN	Maharashtra
1898	163.172.85.4:8080	 GB	
1899	160.20.73.130:8080	 BD	Dhaka
1900	190.104.167.174:8080	 PY	Departamento de Concepcion
1901	187.95.129.193:20183	 BR	
1902	206.189.181.5:8080	 US	New York
1903	103.107.187.9:8080	 ID	
1904	145.239.93.131:80	 FR	
1905	117.102.69.52:80	 ID	West Java
1906	157.119.207.11:6667	 IN	
1907	177.21.122.7:20183	 BR	
1908	41.215.26.182:8080	 KE	
1909	119.252.173.178:53281	 ID	Jakarta
1910	81.22.54.60:53281	 RU	Samarskaya Oblast'
1911	213.231.47.61:53281	 UA	Odessa
1912	157.119.207.10:6667	 IN	
1913	34.240.231.232:3128	 IE	Leinster
1914	150.107.243.26:6667	 IN	Gujarat
1915	186.222.203.250:53281	 BR	Sao Paulo
1916	200.229.236.57:8080	 BR	Sao Paulo
1917	105.228.67.193:8080	 ZA	Western Cape
1918	129.205.210.146:53281	 BW	Ghanzi District
1919	46.105.57.150:8232	 FR	
1920	187.33.245.50:8080	 BR	Paraba
1921	41.128.189.53:80	 EG	Cairo Governorate
1922	198.27.65.39:3128	 CA	Quebec
1923	92.50.142.70:8080	 RU	Bashkortostan
1924	177.92.24.118:20183	 BR	Parana
1925	138.0.204.122:41496	 BR	Sao Paulo
1926	72.4.34.79:53281	 US	Tennessee
1927	190.116.42.10:8080	 PE	Lima
1928	197.149.96.2:8080	 NG	
1929	103.6.204.9:53281	 ID	West Java
1930	95.158.21.198:31773	 UA	Kyiv City
1931	93.79.106.83:53281	 UA	Dnipro
1932	94.141.156.24:41258	 PL	Greater Poland
1933	84.43.189.105:53281	 BG	Oblast Sliven
1934	5.40.227.209:8080	 ES	Barcelona
1935	189.62.137.21:20183	 BR	Sao Paulo
1936	190.147.43.62:53281	 CO	Bogota D.C.
1937	45.248.42.235:8080	 IN	
1938	138.121.30.25:53281	 BR	Amazonas
1939	101.51.138.3:8080	 TH	Changwat Phrae
1940	185.62.174.151:8080	 AL	
1941	139.5.26.27:53281	 IN	Maharashtra
1942	138.68.169.77:8080	 GB	England
1943	14.102.114.253:8080	 IN	National Capital Territory of Delhi
1944	175.138.57.110:8080	 MY	Selangor
1945	108.178.64.170:53281	 US	Texas
1946	92.255.169.13:53281	 RU	
1947	213.6.68.78:53281	 PS	
1948	85.115.232.151:8080	 RU	
1949	58.20.41.172:1080	 CN	Hunan
1950	37.157.142.17:8080	 BG	
1951	191.97.53.12:53281	 PE	Lima
1952	190.131.223.210:3128	 CO	Amazonas
1953	201.163.73.93:53281	 MX	San Luis Potos
1954	188.0.161.35:8080	 RU	Chechnya
1955	195.46.162.252:53281	 RU	Vologodskaya Oblast'
1956	95.86.57.82:2016	 MK	Opstina Karpos
1957	203.170.69.234:8080	 PK	
1958	45.250.226.55:8080	 IN	Maharashtra
1959	186.67.103.50:8080	 CL	Santiago Metropolitan
1960	174.75.238.82:16409	 US	
1961	88.196.1.242:8081	 EE	
1962	50.62.31.143:29457	 US	Arizona
1963	213.175.33.242:53281	 CZ	
1964	62.81.177.250:8080	 ES	Santa Cruz de Tenerife
1965	163.53.209.8:6666	 IN	Gujarat
1966	93.171.128.71:53281	 UA	Sums'ka Oblast'
1967	103.10.230.143:8080	 TH	Bangkok
1968	118.69.187.18:53281	 VN	Thanh Pho Ha Noi
1969	138.201.63.123:31288	 DE	
1970	187.217.189.229:8081	 MX	Mexico City
1971	14.102.117.76:8080	 IN	National Capital Territory of Delhi
1972	91.92.63.154:41766	 BG	
1973	146.252.240.146:56037	 US	California
1974	168.232.197.194:6667	 BR	Minas Gerais
1975	80.91.30.150:53281	 RU	Tyumenskaya Oblast'
1976	193.77.101.229:8080	 SI	Celje
1977	139.255.113.174:8080	 ID	
1978	181.39.35.194:8080	 EC	Provincia del Guayas
1979	159.203.239.143:10080	 US	California
1980	46.219.14.43:80	 UA	Zhytomyrs'ka Oblast'
1981	103.43.46.130:8080	 ID	
1982	187.49.254.14:8080	 CR	Provincia de San Jose
1983	8.9.31.195:8080	 US	Illinois
1984	190.131.220.122:8080	 CO	Bogota D.C.
1985	51.254.132.238:80	 FR	
1986	108.179.221.71:3128	 US	Texas
1987	103.98.78.17:53281	 IN	
1988	114.199.125.242:8080	 ID	Jakarta
1989	89.190.70.170:8080	 CZ	Nchod District
1990	115.127.34.83:53281	 BD	Lakshmipur
1991	116.12.89.65:8080	 LK	Western Province
1992	217.65.255.1:53281	 UA	L'vivs'ka Oblast'
1993	46.105.57.149:7435	 FR	
1994	47.52.109.200:80	 HK	
1995	103.65.30.86:53281	 IN	National Capital Territory of Delhi
1996	188.191.165.4:31773	 RU	Moscow Oblast
1997	142.93.9.193:3128	 CA	Ontario
1998	139.59.207.66:3128	 DE	Hesse
1999	103.69.220.18:8080	 IN	
2000	104.237.252.62:9000	 US	Delaware
2001	77.252.146.147:53281	 PL	
2002	182.253.104.36:53281	 ID	West Java
2003	37.220.78.39:53281	 RS	Nisava
2004	43.239.75.154:53281	 BD	Comilla
2005	158.69.118.104:3128	 CA	Quebec
2006	177.74.127.135:53281	 BR	Rio Grande do Sul
2007	181.198.67.59:8080	 EC	Provincia del Guayas
2008	177.47.63.202:3128	 BR	Maranhao
2009	95.67.83.26:31280	 UA	Kyiv City
2010	177.159.75.79:20183	 BR	Sao Paulo
2011	103.97.160.38:53281	 BD	Dhaka Division
2012	92.46.254.158:53281	 KZ	
2013	118.41.216.179:808	 KR	Gyeongsangbuk-do
2014	213.184.226.68:8080	 BY	
2015	133.18.203.160:3128	 JP	
2016	138.118.85.180:53281	 BR	
2017	46.101.167.43:80	 DE	Hesse
2018	178.150.242.161:9050	 UA	Kharkivs'ka Oblast'
2019	81.5.101.30:8080	 RU	Moscow
2020	181.211.97.242:53281	 EC	Provincia de Pichincha
2021	37.59.8.29:41811	 FR	
2022	88.199.164.133:8080	 PL	
2023	36.72.187.213:8081	 ID	West Java
2024	123.206.56.247:1080	 CN	Beijing
2025	45.77.150.218:8080	 US	New Jersey
2026	46.4.72.210:8080	 DE	
2027	177.223.57.121:20183	 BR	Paraba
2028	178.128.189.253:80	 GR	
2029	149.129.132.93:80	 IN	Maharashtra
2030	89.221.52.137:8080	 RU	Moscow
2031	208.184.72.106:8080	 US	Colorado
2032	50.206.204.14:3128	 US	
2033	104.236.48.178:8080	 US	New Jersey
2034	27.98.206.187:3128	 HK	Kwun Tong
2035	94.66.160.212:8080	 GR	Attica
2036	190.15.101.46:33551	 BR	Sergipe
2037	43.249.68.114:8080	 TH	Bangkok
2038	36.66.45.41:8080	 ID	North Sumatra
2039	94.41.18.222:53281	 RU	Bashkortostan
2040	104.236.98.68:3128	 US	New Jersey
2041	200.48.41.5:8080	 PE	Loreto
2042	79.164.242.253:8080	 RU	Moscow Oblast
2043	121.52.154.148:8080	 PK	Sindh
2044	14.207.123.50:8080	 TH	
2045	195.49.187.90:8080	 RU	Kurskaya Oblast'
2046	79.106.44.38:8080	 AL	
2047	61.5.33.239:53281	 ID	East Java
2048	186.232.48.70:53281	 BR	Rio Grande do Sul
2049	181.112.62.182:8080	 EC	Provincia de Pichincha
2050	110.232.248.17:8080	 IN	
2051	213.146.212.33:53281	 PT	
2052	87.121.46.42:8080	 BG	Sofia-Capital
2053	182.160.123.218:53281	 BD	
2054	185.186.17.153:41258	 PL	
2055	103.70.146.226:53281	 IN	Uttar Pradesh
2056	62.85.62.66:53281	 LV	Kuldigas novads
2057	107.175.21.224:2018	 US	California
2058	187.32.111.89:20183	 BR	Minas Gerais
2059	125.227.69.220:3262	 TW	
2060	41.196.22.230:8080	 EG	Cairo Governorate
2061	103.246.17.74:5836	 TH	
2062	103.231.218.126:53281	 IN	
2063	38.134.10.85:53281	 US	Texas
2064	202.162.197.43:41766	 ID	North Sumatra
2065	88.250.65.219:8080	 TR	Afyonkarahisar
2066	103.90.200.45:65309	 IN	Maharashtra
2067	90.150.87.113:3128	 RU	Yamalo-Nenets
2068	60.248.223.190:3031	 TW	
2069	47.91.210.177:80	 HK	
2070	82.208.111.196:8080	 RU	Nizhegorodskaya Oblast'
2071	150.161.21.201:8080	 BR	Pernambuco
2072	91.228.158.61:41258	 PL	West Pomerania
2073	177.202.59.58:8080	 BR	Goias
2074	201.20.99.10:3130	 BR	Ceara
2075	89.190.249.185:53281	 RU	Kaliningradskaya Oblast'
2076	213.192.64.75:41258	 PL	
2077	209.97.163.14:8080	 US	California
2078	103.76.199.186:53281	 BD	Dhaka
2079	191.255.207.231:20183	 BR	Sao Paulo
2080	103.5.124.245:6667	 KH	Phnom Penh
2081	88.99.35.242:8118	 DE	
2082	182.253.115.98:53281	 ID	Central Java
2083	128.199.208.93:37377	 SG	Central Singapore Community Development Council
2084	93.39.184.110:7586	 IT	Naples
2085	95.0.74.203:8080	 TR	
2086	113.203.232.53:8080	 PK	Sindh
2087	88.229.68.109:8080	 TR	Karaman
2088	192.169.217.40:35968	 US	Arizona
2089	124.109.33.129:8080	 PK	Punjab
2090	104.154.212.13:80	 US	California
2091	83.164.222.177:8080	 AT	
2092	103.21.163.76:6667	 IN	
2093	163.172.180.176:3128	 GB	
2094	85.158.186.62:3128	 RU	
2095	122.102.27.81:8080	 IN	
2096	192.169.138.2:54398	 US	Arizona
2097	61.6.104.75:53281	 MY	Selangor
2098	119.252.160.34:8080	 ID	Jakarta
2099	179.108.149.102:3128	 BR	Bahia
2100	46.105.57.150:7942	 FR	
2101	203.170.129.56:3128	 TH	
2102	97.74.230.16:8269	 US	Arizona
2103	45.125.32.179:3128	 CN	Shaanxi
2104	185.131.62.250:53281	 CZ	
2105	91.185.21.238:8080	 KZ	
2106	97.86.64.34:8080	 US	Michigan
2107	103.67.23.21:53281	 LA	Vientiane Prefecture
2108	77.78.23.184:80	 BG	Oblast Ruse
2109	92.247.172.53:53281	 BG	
2110	116.197.131.138:53281	 ID	Jakarta
2111	178.76.254.178:8080	 RU	
2112	14.207.174.72:8080	 TH	Changwat Nonthaburi
2113	133.18.200.127:3128	 JP	
2114	64.58.0.194:53281	 US	Colorado
2115	42.115.91.177:53281	 KH	
2116	83.242.255.41:8080	 RU	Samarskaya Oblast'
2117	190.202.24.66:3128	 VE	Apure
2118	87.118.208.125:8080	 RU	Moscow
2119	138.121.31.84:53281	 BR	Amazonas
2120	103.243.9.134:8080	 KH	undefined
2121	189.91.231.43:3128	 BR	Sao Paulo
2122	117.54.141.58:8080	 ID	
2123	103.37.168.217:8090	 ID	East Java
2124	164.132.20.94:43263	 FR	
2125	103.58.162.226:53281	 ID	Banten
2126	133.18.205.91:8080	 JP	
2127	190.77.109.22:53281	 VE	Capital
2128	110.170.150.146:8080	 TH	Bangkok
2129	170.82.228.42:8080	 BR	
2130	94.228.202.58:53281	 RU	Moscow
2131	201.184.99.205:53281	 CO	Antioquia
2132	207.148.20.34:8080	 US	New Jersey
2133	122.154.123.2:3128	 TH	Changwat Chon Buri
2134	103.21.225.142:53281	 ID	Jakarta
2135	81.163.50.192:41258	 RU	Dagestan
2136	62.181.34.5:3129	 RU	Moscow Oblast
2137	188.213.142.172:3128	 FR	
2138	218.161.25.228:8080	 TW	Hsinchu
2139	193.150.117.74:8000	 RU	
2140	74.213.227.1:8080	 US	California
2141	78.129.138.90:808	 GB	
2142	62.80.177.114:41258	 UA	Kyiv City
2143	178.213.244.21:8080	 RU	
2144	103.239.253.65:8080	 BD	
2145	128.75.197.3:8080	 RU	Vologodskaya Oblast'
2146	125.25.57.40:8080	 TH	
2147	146.120.95.1:8000	 UA	Donets'ka Oblast'
2148	188.226.141.61:3128	 NL	North Holland
2149	41.220.229.10:53281	 MU	
2150	97.74.230.16:18979	 US	Arizona
2151	36.67.14.201:53281	 ID	
2152	116.12.89.89:8080	 LK	Western Province
2153	178.128.216.29:80	 GR	
2154	77.232.163.176:8080	 RU	
2155	175.106.17.98:80	 ID	Riau Islands
2156	105.255.221.156:8080	 ZA	Gauteng
2157	159.203.161.211:3128	 US	New Jersey
2158	181.65.168.154:8080	 PE	Lima
2159	212.237.51.47:3128	 IT	Province of Arezzo
2160	84.21.227.187:8080	 RU	
2161	190.214.27.114:53281	 EC	Provincia de Pichincha
2162	88.250.137.221:53281	 TR	Istanbul
2163	169.239.120.22:65103	 TD	Hadjer-Lamis
2164	46.105.57.150:45941	 FR	
2165	50.63.167.72:44210	 US	Arizona
2166	173.216.140.223:53281	 US	Arkansas
2167	115.178.99.84:8080	 IN	Rajasthan
2168	195.191.166.25:8080	 RU	Kemerovskaya Oblast'
2169	169.255.81.27:8080	 BW	Gaborone
2170	212.200.23.18:8080	 RS	
2171	186.46.237.38:53281	 EC	Provincia de Pichincha
2172	144.202.1.192:443	 US	New Jersey
2173	125.62.197.97:84	 IN	Andhra Pradesh
2174	103.244.36.146:8080	 ID	East Java
2175	75.109.249.204:37512	 US	California
2176	36.67.233.131:8080	 ID	
2177	138.118.84.166:53281	 BR	
2178	46.105.57.149:46339	 FR	
2179	171.100.221.220:80	 TH	Changwat Chon Buri
2180	117.54.10.46:8080	 ID	
2181	217.73.190.188:53281	 PL	Silesia
2182	186.47.103.198:53281	 EC	Provincia de Pichincha
2183	103.58.248.156:8080	 IN	
2184	130.61.76.133:80	 DE	Hesse
2185	217.30.77.209:53281	 CZ	Hlavni mesto Praha
2186	149.28.47.44:10080	 US	Maryland
2187	182.253.32.78:80	 ID	Jakarta
2188	182.23.28.188:3128	 ID	
2189	41.76.91.202:8080	 TZ	
2190	159.89.126.152:8080	 CA	Ontario
2191	119.18.154.100:8080	 ID	Jakarta
2192	82.79.103.247:8080	 RO	Bucuresti
2193	82.114.86.177:8080	 AL	
2194	158.58.133.106:41258	 RU	Krasnodarskiy Kray
2195	5.175.75.190:8080	 IT	
2196	103.209.140.136:53281	 IN	National Capital Territory of Delhi
2197	82.208.122.181:8080	 RU	Nizhegorodskaya Oblast'
2198	79.99.1.124:10080	 SE	
2199	66.57.42.82:6667	 US	North Carolina
2200	95.87.220.19:15600	 BG	Sofia-Capital
2201	45.225.15.18:53281	 BR	Bahia
2202	178.213.244.17:8080	 RU	
2203	139.255.18.34:8080	 ID	
2204	80.71.163.98:3128	 RU	Altai Krai
2205	180.178.106.234:53281	 ID	Jakarta
2206	103.15.166.10:53281	 BD	Dhaka Division
2207	181.39.233.114:8080	 EC	Provincia del Guayas
2208	201.167.56.18:53281	 MX	Tamaulipas
2209	212.233.114.46:3128	 RU	Moscow
2210	37.59.8.29:38046	 FR	
2211	183.89.79.211:8080	 TH	
2212	103.81.114.182:53281	 MM	
2213	68.3.162.192:59075	 US	Arizona
2214	165.255.37.31:53281	 ZA	Gauteng
2215	85.109.69.223:9090	 TR	
2216	150.242.180.151:80	 MY	Negeri Sembilan
2217	83.144.89.246:41258	 PL	Mazovia
2218	97.74.230.16:42807	 US	Arizona
2219	103.85.1.6:41766	 NZ	
2220	46.99.195.69:53281	 AL	
2221	118.174.204.81:8080	 TH	Bangkok
2222	45.5.56.62:8080	 PE	
2223	103.231.62.110:1080	 KH	
2224	173.193.90.206:3129	 US	Texas
2225	110.37.221.130:8080	 PK	Sindh
2226	197.148.74.154:8080	 GM	
2227	154.73.58.15:53281	 GQ	
2228	213.160.187.139:53281	 SK	
2229	139.59.79.2:8080	 IN	Karnataka
2230	213.131.45.250:8080	 GE	K'alak'i T'bilisi
2231	177.129.124.25:8080	 BR	
2232	36.65.145.117:8080	 ID	West Papua
2233	178.213.112.33:53281	 RU	Moscow
2234	91.225.56.117:31222	 UA	Cherkas'ka Oblast'
2235	103.219.43.136:8080	 IN	
2236	103.35.171.169:8080	 BD	Dhaka
2237	139.59.53.105:8080	 IN	Karnataka
2238	110.39.174.58:8080	 PK	
2239	112.140.184.136:3128	 SG	
2240	103.70.250.254:8080	 PK	Punjab
2241	178.151.34.43:8080	 UA	Kharkivs'ka Oblast'
2242	117.202.20.68:555	 IN	Maharashtra
2243	176.106.216.16:53281	 UA	L'vivs'ka Oblast'
2244	176.35.250.108:8080	 GB	Islington
2245	89.232.34.169:8080	 GE	
2246	167.114.56.171:8080	 CA	Quebec
2247	93.87.17.1:53281	 RS	
2248	83.238.4.86:8080	 PL	
2249	43.228.245.164:80	 MY	
2250	128.199.133.79:8080	 SG	Central Singapore Community Development Council
2251	95.65.14.185:8080	 MD	Chiinu Municipality
2252	81.24.88.57:41258	 RU	Dagestan
2253	103.74.108.145:8080	 IN	Jharkhand
2254	89.232.74.106:8080	 RU	Tatarstan
2255	140.82.47.150:8080	 US	Massachusetts
2256	177.52.197.242:6666	 BR	Rio de Janeiro
2257	117.202.20.66:555	 IN	Maharashtra
2258	46.4.88.215:9050	 DE	
2259	177.129.200.92:3128	 BR	Santa Catarina
2260	168.194.152.116:53281	 BR	Minas Gerais
2261	190.1.174.162:53281	 CO	Atlntico
2262	103.11.99.66:8080	 ID	West Java
2263	153.122.42.1:80	 JP	Kanagawa
2264	182.253.177.246:8080	 ID	Jakarta
2265	206.81.3.55:3128	 US	California
2266	202.21.114.139:53281	 MN	
2267	188.232.137.58:53281	 RU	Omskaya Oblast'
2268	80.95.103.137:8080	 CZ	Teb District
2269	69.61.200.104:36181	 US	
2270	191.5.199.90:53281	 BR	Pernambuco
2271	31.173.249.237:8080	 RU	
2272	31.28.0.204:8080	 RU	Moscow
2273	192.241.154.247:8080	 US	New Jersey
2274	178.33.40.193:80	 FR	
2275	88.249.245.251:8080	 TR	Tekirda
2276	167.99.153.225:3128	 US	New York
2277	105.30.17.3:53281	 ZA	Gauteng
2278	201.217.250.139:8080	 CL	Santiago Metropolitan
2279	103.9.134.53:65301	 BD	
2280	173.233.55.122:443	 US	Maryland
2281	24.52.153.120:53281	 US	Illinois
2282	122.52.49.179:53281	 PH	
2283	78.155.193.226:8080	 RU	
2284	31.209.104.43:41766	 CY	
2285	190.122.186.194:8080	 GT	
2286	103.10.63.30:53281	 ID	Jakarta
2287	139.255.120.3:53281	 ID	
2288	45.250.226.60:8080	 IN	Maharashtra
2289	109.121.163.75:53282	 MK	Novo Selo
2290	112.78.179.2:53281	 ID	Jakarta
2291	176.30.212.193:8080	 TR	
2292	185.229.224.61:80	 IL	
2293	103.15.247.22:8080	 BD	
2294	113.254.114.24:8380	 HK	Tuen Mun
2295	94.231.166.12:8080	 RU	Moscow Oblast
2296	115.132.234.10:53281	 MY	Kuala Lumpur
2297	95.143.110.241:8080	 IT	Provincia di Reggio Emilia
2298	177.129.210.114:53281	 BR	Rio de Janeiro
2299	110.93.223.189:80	 PK	Sindh
2300	79.122.208.38:8080	 RU	
2301	46.10.157.81:53281	 BG	
2302	183.89.169.166:8080	 TH	Changwat Samut Sakhon
2303	187.72.14.112:8080	 BR	Minas Gerais
2304	41.222.57.199:53281	 TZ	Arusha
2305	45.112.126.238:80	 ID	Jakarta
2306	143.0.177.197:53281	 BR	Maranhao
2307	80.211.154.220:8888	 IT	Province of Arezzo
2308	96.9.70.188:53281	 KH	Preah Sihanouk
2309	188.191.31.135:41258	 UA	Republic of Crimea
2310	165.227.188.89:80	 US	New Jersey
2311	213.106.149.195:8080	 GB	Middlesbrough
2312	31.130.108.142:53281	 PL	Subcarpathian Voivodeship
2313	217.13.221.117:8080	 RU	Stavropol'skiy Kray
2314	139.255.90.189:8080	 ID	Jakarta
2315	103.204.210.112:8080	 BD	Dhaka
2316	186.225.157.22:8080	 BR	Sao Paulo
2317	94.75.70.66:8080	 PL	
2318	113.23.179.115:8181	 MY	Negeri Sembilan
2319	182.253.37.116:3128	 ID	Jakarta
2320	177.72.7.17:6667	 BR	Pernambuco
2321	178.57.35.66:44331	 RU	Kostromskaya Oblast'
2322	181.112.141.4:8080	 EC	Provincia de Pichincha
2323	14.207.25.168:8080	 TH	
2324	35.229.149.132:8118	 unknown	
2325	103.250.158.21:6667	 IN	Gujarat
2326	195.113.170.37:8080	 CZ	Mesto Brno
2327	167.99.153.166:8080	 US	New York
2328	138.185.101.21:8080	 BR	Rio de Janeiro
2329	181.198.5.250:8080	 EC	Provincia del Guayas
2330	191.98.181.242:53281	 PE	Lima
2331	75.147.223.130:8080	 US	Florida
2332	89.212.237.57:53281	 SI	Ljubljana
2333	109.95.219.176:8080	 RU	Moscow
2334	104.238.144.198:80	 US	Texas
2335	110.136.251.63:80	 ID	Southeast Sulawesi
2336	37.59.8.29:22709	 FR	
2337	92.38.47.226:80	 RU	Nizhegorodskaya Oblast'
2338	67.52.85.218:48678	 US	Hawaii
2339	193.178.187.37:8080	 UA	Kyiv City
2340	201.120.69.151:53281	 MX	
2341	91.214.130.234:41258	 UA	
2342	93.190.142.214:80	 NL	
2343	47.75.160.100:80	 US	California
2344	202.154.190.234:8080	 ID	Riau Islands
2345	140.227.70.51:3128	 JP	Tokyo
2346	91.229.222.163:53281	 GB	North Yorkshire
2347	199.38.123.250:53281	 US	Illinois
2348	190.11.154.56:53281	 AR	Cordoba
2349	218.254.1.14:81	 HK	
2350	80.244.239.167:8080	 RU	Moscow
2351	202.154.181.218:8080	 ID	Jakarta
2352	177.21.109.111:20183	 BR	Ceara
2353	190.202.22.171:80	 VE	
2354	125.62.213.1:84	 IN	Andhra Pradesh
2355	46.105.57.149:43713	 FR	
2356	118.70.128.7:8080	 VN	Thanh Pho Ha Noi
2357	157.119.207.134:6667	 IN	
2358	189.51.98.214:20183	 BR	
2359	37.221.248.159:53281	 CZ	Pardubice District
2360	50.234.147.30:80	 US	Washington
2361	58.81.100.109:80	 JP	Chiba
2362	83.143.31.178:8080	 BW	
2363	138.94.161.120:20183	 BR	Minas Gerais
2364	117.102.97.162:8080	 ID	Jakarta
2365	116.58.5.22:8080	 PK	
2366	177.92.54.232:8080	 BR	Parana
2367	89.23.194.174:8080	 RU	Moscow Oblast
2368	92.52.63.149:8080	 SK	Nitra
2369	103.69.111.118:8080	 PK	
2370	31.211.64.231:53281	 RU	Tomskaya Oblast'
2371	182.72.74.51:3128	 IN	
2372	200.52.146.60:8080	 HN	Departamento de Cortes
2373	193.16.247.132:53281	 UA	
2374	98.162.25.29:31679	 US	
2375	139.59.99.119:3128	 SG	Central Singapore Community Development Council
2376	216.104.200.183:53281	 UG	
2377	138.99.93.236:53281	 BR	Ceara
2378	188.143.118.100:53281	 HU	Baranya
2379	177.22.91.71:20183	 BR	Rio Grande do Sul
2380	180.211.172.246:3128	 BD	
2381	159.8.114.37:80	 FR	Hauts-de-Seine
2382	177.105.244.248:20183	 BR	Minas Gerais
2383	80.211.37.110:3128	 IT	Province of Arezzo
2384	94.141.159.146:41258	 PL	Greater Poland
2385	143.0.176.242:53281	 BR	Piaui
2386	122.155.166.193:8080	 TH	Changwat Nakhon Ratchasima
2387	109.188.128.244:8080	 RU	St.-Petersburg
2388	81.163.61.221:41258	 RU	Dagestan
2389	103.48.59.206:8080	 IN	Maharashtra
2390	128.74.133.25:53281	 RU	Vologodskaya Oblast'
2391	195.239.248.206:8080	 RU	Kemerovskaya Oblast'
2392	190.223.61.14:53281	 PE	Junin
2393	54.196.211.212:9050	 US	Virginia
2394	103.216.82.190:6666	 IN	Gujarat
2395	35.236.82.108:8080	 US	California
2396	103.204.231.212:8080	 IN	
2397	186.148.188.11:3128	 CO	Bogota D.C.
2398	180.183.84.164:8080	 TH	
2399	66.181.167.72:53281	 MN	Ulaanbaatar Hot
2400	177.86.57.200:8080	 BR	Rio de Janeiro
2401	103.112.63.242:53281	 JP	undefined
2402	79.101.27.40:8080	 RS	Belgrade
2403	103.226.202.51:53281	 IN	
2404	193.227.49.82:8080	 EG	
2405	92.154.124.125:8080	 FR	
2406	91.203.125.46:8081	 RU	Yaroslavskaya Oblast'
2407	94.74.212.109:53281	 CZ	
2408	182.253.209.205:3128	 ID	Jakarta
2409	70.65.233.174:8080	 CA	Alberta
2410	212.119.209.42:8080	 RU	Moscow
2411	92.46.55.80:53281	 KZ	
2412	165.227.139.133:1080	 DE	Hesse
2413	42.115.21.213:53281	 KH	
2414	35.193.145.136:3128	 US	Virginia
2415	176.9.119.170:3128	 DE	
2416	89.107.125.102:8080	 RU	Moscow
2417	118.27.32.212:8080	 JP	Kanagawa
2418	179.107.17.195:8080	 BR	Parana
2419	104.236.206.239:80	 US	New Jersey
2420	123.255.207.245:53281	 ID	Jakarta
2421	185.219.8.161:8080	 ES	
2422	89.179.33.21:80	 RU	
2423	177.21.125.52:20183	 BR	Ceara
2424	92.255.195.118:8080	 RU	Tatarstan
2425	176.108.45.31:53281	 RS	South Backa
2426	181.211.186.18:8080	 EC	Provincia de Pichincha
2427	114.110.18.130:53281	 ID	Jakarta
2428	103.209.89.67:8080	 IN	Andhra Pradesh
2429	164.115.241.74:53281	 TH	
2430	189.39.31.161:53281	 BR	Sao Paulo
2431	37.59.8.29:7016	 FR	
2432	94.130.92.59:8080	 DE	
2433	85.234.37.148:8080	 RU	Penzenskaya Oblast'
2434	138.97.145.205:53281	 BR	Rondonia
2435	91.242.163.174:81	 RU	
2436	103.16.133.166:8080	 ID	Riau
2437	105.174.16.78:53281	 AO	
2438	182.253.176.75:3128	 ID	Jakarta
2439	95.222.217.88:8080	 DE	Hesse
2440	188.166.3.32:3128	 NL	North Holland
2441	178.128.28.9:3128	 GR	
2442	195.239.248.207:9001	 RU	Kemerovskaya Oblast'
2443	60.248.223.190:2994	 TW	
2444	173.193.90.211:3129	 US	Texas
2445	92.111.247.206:8080	 NL	Provincie Gelderland
2446	189.90.248.18:53281	 BR	Minas Gerais
2447	104.28.15.83:80	 US	
2448	133.18.208.189:3128	 JP	
2449	190.129.50.102:53281	 BO	Departamento de La Paz
2450	178.191.229.80:8080	 AT	Vienna
2451	174.138.114.252:3130	 CA	Ontario
2452	139.59.2.223:8888	 IN	Karnataka
2453	78.154.167.68:8080	 UA	Odessa
2454	212.91.188.166:3128	 BG	
